Time_of_Breach,Breach_Type,Attack_Vector,Vulnerability_Type,Targeted_System,Data_Exfiltrated,Attack_Successful,Attack_Duration_Hours,Damage_Cost_Dollars,Incident_Response_Time_Minutes,User_Notified,Legal_Action_Taken,Cyber_Hacked
1,Malware,Insider,Zero-day,Desktop,False,True,47,264842,208,True,True,True
7,Phishing,Email,Zero-day,Desktop,True,False,6,691191,233,True,True,True
21,Malware,Network,Misconfiguration,Mobile,True,True,45,132045,175,False,False,False
16,Phishing,Network,Known,IoT,False,True,35,657551,160,False,True,True
14,Phishing,Network,Misconfiguration,Mobile,True,False,8,743212,190,True,False,False
23,Data Leak,Insider,Known,IoT,True,False,7,8175,89,True,True,False
20,Data Leak,Network,Misconfiguration,Server,True,False,37,563848,213,False,True,True
20,Malware,Email,Zero-day,Desktop,False,False,16,72090,51,False,False,True
6,Data Leak,Network,Misconfiguration,Desktop,True,False,9,900805,192,True,False,False
22,Data Leak,Email,Zero-day,Mobile,False,True,11,233833,50,True,True,True
5,Phishing,Insider,Zero-day,IoT,True,False,21,914573,41,True,True,True
21,SQL Injection,Web,Misconfiguration,Desktop,False,False,46,980255,164,True,False,False
18,Phishing,Physical,Known,Desktop,False,False,7,457421,45,True,False,True
15,Data Leak,Network,Misconfiguration,IoT,True,True,12,40443,182,False,False,False
6,Phishing,Physical,Zero-day,Desktop,False,False,40,733211,196,True,False,True
19,Malware,Web,Zero-day,Desktop,True,True,21,705392,78,True,False,False
1,SQL Injection,Insider,Known,Desktop,True,True,5,550184,212,True,True,True
1,Data Leak,Insider,Known,IoT,False,False,6,95785,131,True,True,True
13,Data Leak,Web,Known,IoT,False,True,43,110555,67,False,False,True
3,Phishing,Physical,Zero-day,Server,False,False,26,832762,68,False,False,True
10,Phishing,Network,Misconfiguration,Desktop,False,True,29,88951,196,True,False,False
21,Phishing,Email,Known,Desktop,False,False,3,515792,239,False,False,True
3,Phishing,Insider,Zero-day,Server,False,False,11,685484,213,False,False,False
9,Data Leak,Web,Misconfiguration,IoT,False,False,23,787271,148,False,True,True
8,Phishing,Physical,Known,IoT,False,True,25,830431,78,False,True,False
3,Data Leak,Network,Misconfiguration,Mobile,True,True,12,616699,196,False,False,True
13,Phishing,Physical,Misconfiguration,IoT,True,True,1,546642,79,False,True,False
6,SQL Injection,Network,Zero-day,Mobile,False,True,4,753947,117,True,True,False
13,SQL Injection,Email,Zero-day,Server,False,False,1,60021,188,True,False,True
23,Phishing,Email,Zero-day,IoT,True,True,6,506465,184,True,True,False
20,Phishing,Web,Misconfiguration,Server,False,True,34,576180,128,False,True,False
20,Malware,Web,Known,Mobile,False,True,27,411714,126,True,False,False
12,SQL Injection,Network,Known,Desktop,False,True,45,77706,107,True,False,True
13,Data Leak,Network,Known,Desktop,True,True,16,186977,89,False,False,True
2,SQL Injection,Network,Zero-day,Server,True,True,11,186761,234,False,True,False
21,Data Leak,Network,Known,Desktop,True,True,14,628386,70,False,False,True
23,Phishing,Email,Known,Server,True,True,38,234039,182,False,False,True
16,SQL Injection,Web,Zero-day,Mobile,False,True,10,843395,29,False,False,True
23,SQL Injection,Web,Known,Desktop,False,False,13,631698,44,False,True,False
6,Malware,Insider,Known,Mobile,True,False,45,575882,37,True,False,True
19,Malware,Web,Known,IoT,True,False,34,987510,26,True,True,True
21,SQL Injection,Web,Misconfiguration,Desktop,True,True,33,982250,106,False,True,True
13,SQL Injection,Physical,Misconfiguration,Desktop,False,False,33,115650,109,True,False,False
17,SQL Injection,Physical,Zero-day,Desktop,True,False,39,843650,172,False,True,True
23,Data Leak,Insider,Zero-day,Server,True,False,13,758374,137,False,True,True
9,Phishing,Network,Misconfiguration,IoT,False,False,17,382810,117,False,False,False
17,Malware,Insider,Zero-day,IoT,False,False,9,572395,30,True,True,True
2,Phishing,Insider,Zero-day,IoT,True,False,13,372924,172,True,True,True
19,Malware,Email,Known,Mobile,True,False,16,199037,82,False,True,True
19,Malware,Web,Zero-day,IoT,False,True,37,212012,47,False,True,False
7,Malware,Email,Zero-day,Server,False,True,30,583886,199,True,True,False
22,SQL Injection,Web,Known,Server,True,True,39,546558,111,False,True,True
10,Malware,Insider,Known,Mobile,False,False,33,583614,170,False,False,False
10,Phishing,Web,Misconfiguration,Mobile,True,True,40,34676,227,False,True,True
20,Malware,Network,Zero-day,IoT,True,True,6,956963,221,False,True,True
9,Phishing,Network,Known,IoT,False,False,12,736514,40,False,False,False
17,Malware,Insider,Zero-day,Server,True,False,2,132702,139,True,False,True
15,Malware,Physical,Zero-day,Server,False,False,33,934169,28,False,False,True
2,SQL Injection,Network,Misconfiguration,IoT,False,False,15,270303,199,False,True,True
4,Phishing,Insider,Misconfiguration,Server,True,True,17,271286,157,True,False,True
19,Malware,Email,Misconfiguration,Mobile,False,True,35,657651,208,True,False,True
17,Malware,Physical,Misconfiguration,Server,False,False,31,77937,30,True,False,False
5,Phishing,Network,Misconfiguration,IoT,True,False,30,500760,51,False,False,False
7,Malware,Insider,Known,Mobile,True,False,38,991949,25,False,True,False
18,Data Leak,Insider,Misconfiguration,Server,False,True,16,51907,25,False,True,True
21,SQL Injection,Email,Known,Mobile,True,False,42,469842,175,False,False,False
22,Phishing,Email,Misconfiguration,IoT,True,True,45,749578,16,True,False,False
7,SQL Injection,Physical,Known,Server,False,False,40,999309,47,False,False,False
17,Data Leak,Network,Zero-day,IoT,False,True,17,19613,77,False,True,False
7,Data Leak,Insider,Misconfiguration,Desktop,True,True,7,363615,145,True,False,True
4,Data Leak,Physical,Known,IoT,False,False,5,789243,98,False,True,False
8,Phishing,Physical,Misconfiguration,Desktop,True,False,40,961779,47,True,True,False
13,Data Leak,Email,Known,Mobile,True,False,27,302826,40,True,True,True
4,Phishing,Insider,Known,Mobile,True,True,1,526057,48,True,False,False
6,Phishing,Web,Misconfiguration,Desktop,True,True,2,362947,92,True,True,False
5,Malware,Email,Known,Mobile,False,False,4,722173,194,True,False,True
12,Phishing,Insider,Zero-day,Mobile,False,False,1,26378,107,True,False,True
4,Data Leak,Physical,Misconfiguration,IoT,False,True,29,200916,208,False,True,False
9,Phishing,Physical,Zero-day,Desktop,False,False,21,469211,214,False,False,False
4,Phishing,Network,Known,Server,False,False,42,179696,169,False,True,True
19,SQL Injection,Web,Known,Mobile,True,True,35,847678,214,True,False,True
14,Data Leak,Email,Misconfiguration,Mobile,True,True,34,342245,85,False,True,False
5,Phishing,Network,Zero-day,Server,True,True,39,423672,217,False,True,True
18,Malware,Network,Zero-day,IoT,False,True,2,419445,130,True,True,True
10,Phishing,Web,Misconfiguration,IoT,True,True,25,730331,108,False,False,True
19,Phishing,Email,Zero-day,IoT,False,False,6,780167,191,True,False,True
12,SQL Injection,Email,Misconfiguration,Server,False,True,8,467874,61,False,True,True
18,Data Leak,Physical,Misconfiguration,IoT,True,True,35,180815,163,True,True,False
17,Data Leak,Email,Known,Mobile,True,False,19,97953,163,True,False,False
11,Malware,Network,Known,IoT,False,False,9,172043,213,True,False,False
3,Malware,Physical,Zero-day,Mobile,False,True,33,749704,226,False,False,False
23,Malware,Email,Misconfiguration,Server,True,True,8,726961,75,True,False,False
17,Phishing,Web,Misconfiguration,IoT,False,True,38,27175,127,False,False,True
1,Phishing,Network,Misconfiguration,IoT,True,True,32,305268,156,True,False,True
15,Malware,Insider,Misconfiguration,Mobile,True,False,23,671369,162,False,False,True
9,Data Leak,Web,Known,Server,False,False,34,689004,19,False,False,True
15,Data Leak,Web,Zero-day,IoT,True,True,23,766381,173,False,False,True
3,Malware,Email,Known,Server,False,False,46,985992,204,False,True,True
22,SQL Injection,Physical,Misconfiguration,Mobile,False,False,32,346220,154,True,False,True
19,Data Leak,Physical,Zero-day,Mobile,True,True,1,168895,70,True,False,False
13,Data Leak,Network,Zero-day,IoT,True,False,7,571990,198,False,True,True
12,Malware,Email,Misconfiguration,Server,False,True,43,356015,154,False,True,False
20,Data Leak,Physical,Misconfiguration,Mobile,True,False,24,483577,208,True,False,False
1,Phishing,Insider,Known,Server,False,True,2,442944,40,True,False,False
21,Phishing,Email,Known,Desktop,False,True,18,396281,82,True,True,False
17,Data Leak,Email,Misconfiguration,Desktop,True,True,19,732107,44,True,True,True
13,Phishing,Physical,Misconfiguration,IoT,True,False,42,405377,34,False,True,True
1,SQL Injection,Web,Known,Server,True,False,36,299835,208,False,False,False
10,Data Leak,Email,Zero-day,Server,True,False,28,917755,123,True,True,True
15,Malware,Web,Zero-day,Mobile,True,True,35,643918,177,False,False,True
7,Phishing,Network,Zero-day,Server,True,False,32,526671,93,False,False,False
22,SQL Injection,Network,Known,Server,False,False,13,967524,65,False,True,True
18,SQL Injection,Physical,Misconfiguration,Mobile,False,True,6,394175,28,True,False,False
16,Phishing,Network,Zero-day,IoT,False,True,29,215867,69,False,True,False
14,SQL Injection,Physical,Misconfiguration,Mobile,True,True,10,341844,178,False,False,True
18,Data Leak,Physical,Known,Desktop,True,False,40,346859,127,False,True,False
7,SQL Injection,Web,Known,Server,True,True,10,50173,67,False,True,True
17,Phishing,Web,Misconfiguration,Server,False,True,34,990400,196,True,False,False
18,SQL Injection,Network,Misconfiguration,IoT,True,False,20,319292,205,False,False,False
12,Phishing,Web,Misconfiguration,Desktop,True,False,47,94649,236,True,False,True
8,Phishing,Email,Misconfiguration,Server,True,False,33,590292,200,False,False,False
22,SQL Injection,Insider,Zero-day,Mobile,False,True,11,744917,169,False,False,False
2,Phishing,Email,Misconfiguration,Server,False,True,24,599216,16,False,True,True
7,Phishing,Email,Zero-day,IoT,False,False,33,408531,227,False,False,False
4,Malware,Physical,Known,Mobile,True,True,22,403696,130,False,False,True
18,Data Leak,Insider,Zero-day,Server,True,True,12,955042,92,False,False,False
6,Phishing,Physical,Misconfiguration,IoT,False,False,30,667912,105,False,True,False
9,Data Leak,Web,Zero-day,Desktop,False,False,32,651088,227,False,True,False
9,Malware,Web,Known,Mobile,False,True,44,920814,37,True,False,False
14,Malware,Insider,Misconfiguration,Mobile,True,False,19,701832,177,False,False,True
8,Malware,Network,Known,Desktop,True,True,45,117801,76,True,False,True
19,Malware,Web,Known,Mobile,False,False,40,485337,126,True,True,True
3,Data Leak,Email,Misconfiguration,IoT,False,False,2,504294,86,False,False,True
18,SQL Injection,Insider,Zero-day,Desktop,True,True,14,652719,73,True,True,False
5,SQL Injection,Insider,Known,Server,False,True,33,15944,218,False,True,False
14,Data Leak,Web,Misconfiguration,IoT,False,True,32,714658,206,True,False,False
4,Phishing,Web,Known,Desktop,False,False,41,502538,106,True,False,False
7,Data Leak,Physical,Zero-day,Server,False,True,19,306244,183,True,True,False
20,Phishing,Physical,Known,IoT,True,False,14,129671,175,False,True,True
12,Phishing,Email,Known,IoT,True,True,4,808680,239,False,False,False
2,SQL Injection,Insider,Known,Mobile,True,True,2,973404,151,True,True,True
11,Malware,Network,Known,Mobile,False,True,10,415558,140,True,True,True
14,SQL Injection,Network,Zero-day,Desktop,False,True,29,441499,93,False,True,False
22,SQL Injection,Insider,Misconfiguration,Server,True,True,15,368650,88,True,True,True
23,Data Leak,Email,Known,IoT,False,True,31,962831,63,False,False,False
16,Data Leak,Physical,Zero-day,IoT,True,True,33,48531,16,False,False,False
20,Phishing,Physical,Known,Desktop,False,True,29,168206,145,False,True,False
6,Data Leak,Physical,Known,Mobile,False,False,11,959995,165,True,True,False
23,Phishing,Network,Known,IoT,False,False,45,526664,216,True,False,True
4,Phishing,Network,Zero-day,IoT,True,False,40,627902,33,True,True,False
15,Malware,Email,Known,Mobile,True,True,9,410474,32,True,True,False
1,Malware,Network,Known,Server,False,False,47,362611,177,False,False,False
7,SQL Injection,Web,Misconfiguration,Server,False,False,29,781968,196,True,False,True
12,Malware,Network,Zero-day,Mobile,True,True,37,599894,202,False,False,False
10,Phishing,Physical,Misconfiguration,IoT,True,True,21,698977,151,False,True,False
5,Data Leak,Email,Misconfiguration,Mobile,True,False,31,711282,237,False,False,True
12,Malware,Insider,Misconfiguration,Server,False,False,22,820225,108,False,True,False
18,Malware,Insider,Misconfiguration,Desktop,True,False,18,930494,194,True,True,False
10,Malware,Email,Known,Desktop,False,False,2,690701,192,False,False,False
6,Malware,Web,Misconfiguration,Server,True,True,22,122476,26,False,False,True
12,Phishing,Insider,Zero-day,Server,False,True,37,409863,31,True,True,False
7,Phishing,Physical,Known,Server,True,False,20,328876,233,False,False,True
18,SQL Injection,Insider,Misconfiguration,Mobile,True,False,4,595031,99,True,False,False
2,Data Leak,Insider,Misconfiguration,Desktop,True,False,26,674422,63,False,False,True
10,SQL Injection,Physical,Zero-day,Server,True,False,20,273316,190,True,True,False
15,SQL Injection,Network,Zero-day,IoT,True,True,22,138066,41,True,True,False
12,Malware,Web,Misconfiguration,Desktop,True,True,43,273179,156,False,False,False
17,Data Leak,Physical,Misconfiguration,Mobile,True,False,20,154046,197,True,False,True
4,Malware,Physical,Misconfiguration,IoT,False,True,29,899416,132,False,False,True
7,Phishing,Email,Misconfiguration,Mobile,False,False,31,292197,155,False,True,True
9,SQL Injection,Web,Misconfiguration,Server,False,False,23,622595,17,True,False,False
19,Data Leak,Network,Zero-day,Server,True,False,44,659578,206,True,True,True
23,Phishing,Physical,Zero-day,Server,False,True,38,96541,230,True,False,False
7,SQL Injection,Network,Known,IoT,False,True,16,275809,238,True,True,True
23,Data Leak,Physical,Known,Server,False,False,19,925752,115,True,True,True
2,SQL Injection,Physical,Zero-day,Desktop,True,False,11,194550,134,False,False,False
6,Data Leak,Email,Known,Server,True,True,12,503540,86,False,False,True
18,SQL Injection,Insider,Misconfiguration,Desktop,True,True,36,389310,113,True,True,False
6,Malware,Web,Known,IoT,True,False,13,789433,165,True,False,False
13,SQL Injection,Email,Misconfiguration,Mobile,True,False,2,836606,222,False,False,False
19,SQL Injection,Network,Misconfiguration,Mobile,False,False,11,324919,114,False,False,True
2,Data Leak,Physical,Known,Desktop,False,False,1,583845,215,True,False,True
12,Data Leak,Physical,Known,IoT,True,True,41,795579,53,False,False,True
15,Malware,Web,Misconfiguration,Desktop,False,True,10,937216,72,True,False,True
14,Data Leak,Email,Zero-day,Server,False,True,3,187527,32,True,False,False
6,SQL Injection,Email,Known,Server,False,True,8,131708,127,False,False,True
18,Data Leak,Network,Known,Server,False,True,16,131432,196,False,True,False
5,Data Leak,Email,Zero-day,Mobile,True,True,36,974083,45,False,True,False
18,Data Leak,Email,Known,Desktop,True,False,43,52290,78,True,False,True
3,Malware,Insider,Misconfiguration,IoT,False,True,40,219739,56,False,False,True
3,Malware,Web,Zero-day,Desktop,True,False,39,606914,51,True,True,True
22,Phishing,Email,Zero-day,Desktop,False,True,20,755156,125,False,True,True
22,Malware,Network,Misconfiguration,Desktop,True,True,47,873931,119,True,True,False
10,Malware,Physical,Misconfiguration,Server,False,True,8,398451,84,True,True,True
19,Malware,Email,Misconfiguration,Server,True,True,10,747958,114,True,True,False
3,SQL Injection,Email,Zero-day,Desktop,False,False,37,602107,220,False,False,True
12,Phishing,Physical,Misconfiguration,Server,True,False,32,105299,119,False,False,False
16,SQL Injection,Insider,Known,Mobile,False,False,27,811322,102,True,False,True
17,Malware,Web,Known,Server,False,True,31,918298,111,False,False,False
7,Malware,Insider,Misconfiguration,Mobile,False,True,3,301441,129,False,False,True
13,Phishing,Network,Known,Mobile,False,True,39,588758,56,True,True,False
2,Phishing,Email,Known,Desktop,False,False,6,109116,128,False,False,False
4,Data Leak,Insider,Zero-day,Desktop,True,False,17,68172,225,False,True,True
10,Malware,Web,Misconfiguration,Server,True,True,10,149394,43,True,True,True
7,Malware,Network,Known,IoT,False,True,21,515481,131,False,False,False
17,SQL Injection,Insider,Misconfiguration,Desktop,False,False,29,948401,212,True,False,True
20,Data Leak,Email,Misconfiguration,Mobile,True,True,29,337795,145,False,True,True
6,Malware,Web,Known,Mobile,False,False,20,504705,160,False,True,False
19,SQL Injection,Email,Known,Server,True,True,15,279348,99,False,True,False
5,Phishing,Email,Zero-day,Mobile,False,False,2,152576,171,False,False,False
10,SQL Injection,Network,Zero-day,Desktop,True,False,33,285530,66,True,False,True
9,Malware,Web,Zero-day,Server,False,False,12,786438,131,True,True,True
13,SQL Injection,Physical,Known,Server,False,False,13,362939,56,False,True,False
19,SQL Injection,Email,Zero-day,IoT,False,False,44,284854,66,False,False,True
21,Data Leak,Web,Misconfiguration,Server,False,True,44,469369,178,False,True,False
6,Data Leak,Email,Zero-day,IoT,False,True,39,189583,237,False,True,False
4,Phishing,Insider,Zero-day,Desktop,False,False,39,854334,150,False,True,False
3,Data Leak,Insider,Zero-day,Mobile,True,False,38,24618,238,True,True,True
3,SQL Injection,Web,Misconfiguration,Desktop,False,True,45,365222,222,False,True,False
4,Data Leak,Network,Misconfiguration,Server,True,False,21,14322,228,False,False,False
5,Malware,Physical,Known,IoT,False,False,41,912770,141,False,True,False
8,SQL Injection,Insider,Zero-day,Mobile,True,False,16,718988,16,True,False,False
16,SQL Injection,Network,Misconfiguration,Server,False,False,34,205939,65,True,False,False
22,SQL Injection,Physical,Misconfiguration,Desktop,True,True,27,327112,157,True,True,False
3,Malware,Insider,Misconfiguration,Server,True,True,43,98691,118,True,False,True
12,SQL Injection,Physical,Known,IoT,False,True,3,960749,31,False,True,True
8,Data Leak,Email,Known,Desktop,False,True,9,271841,155,True,True,False
13,Malware,Web,Known,Server,False,False,44,853805,196,True,True,True
4,SQL Injection,Insider,Zero-day,IoT,False,True,34,51091,142,False,False,True
14,Data Leak,Insider,Misconfiguration,Server,True,True,19,267452,167,True,False,True
14,Data Leak,Email,Known,IoT,False,True,38,482624,216,False,False,True
13,Phishing,Insider,Known,Server,False,False,26,1558,123,True,False,True
6,Data Leak,Insider,Misconfiguration,Desktop,True,False,23,322571,89,True,False,True
17,Data Leak,Insider,Misconfiguration,Desktop,False,True,18,328249,175,True,False,True
4,Phishing,Insider,Zero-day,Desktop,False,True,45,337939,92,False,False,True
8,Phishing,Insider,Zero-day,Desktop,True,False,46,891820,112,True,True,True
17,Malware,Network,Zero-day,Desktop,False,False,40,278398,164,False,False,False
3,Data Leak,Insider,Known,Mobile,False,True,41,157054,186,True,False,True
17,Malware,Email,Known,Server,True,True,45,775230,146,True,True,True
9,Malware,Insider,Misconfiguration,Desktop,False,True,38,200714,122,False,True,True
2,SQL Injection,Physical,Zero-day,Mobile,False,False,10,637764,168,True,True,False
13,Malware,Physical,Misconfiguration,Mobile,False,True,43,506284,143,True,True,True
20,Malware,Email,Zero-day,Server,True,True,10,686372,24,False,False,False
2,Malware,Network,Zero-day,IoT,False,True,21,59064,114,False,False,False
20,Malware,Email,Zero-day,Server,True,True,38,791693,16,True,True,False
11,Phishing,Network,Zero-day,Server,True,True,38,712859,43,False,False,False
22,Data Leak,Web,Misconfiguration,IoT,False,False,47,463337,167,False,False,False
15,SQL Injection,Physical,Misconfiguration,IoT,True,False,7,907130,229,False,False,False
11,Phishing,Physical,Known,Desktop,False,False,12,509782,139,True,False,False
23,SQL Injection,Physical,Zero-day,IoT,False,False,41,429478,236,True,True,True
3,SQL Injection,Network,Misconfiguration,IoT,False,False,33,909994,74,False,False,True
3,Phishing,Email,Zero-day,Server,True,False,25,403909,103,True,False,True
12,Malware,Network,Zero-day,Server,False,False,28,975176,27,True,True,False
5,Phishing,Physical,Known,Server,True,False,24,603646,182,False,True,True
20,SQL Injection,Physical,Known,IoT,True,False,31,651265,176,True,True,True
7,SQL Injection,Physical,Misconfiguration,Mobile,True,True,18,402437,49,False,True,True
7,Malware,Physical,Misconfiguration,Desktop,False,True,23,323322,93,False,False,True
13,Phishing,Web,Known,Server,True,False,7,296590,53,True,False,False
9,Data Leak,Physical,Misconfiguration,Mobile,True,False,8,885313,56,True,True,True
21,SQL Injection,Network,Misconfiguration,Desktop,True,True,15,156871,226,False,True,False
13,Phishing,Physical,Known,Server,True,True,38,879697,228,True,True,True
12,Malware,Insider,Zero-day,Mobile,True,True,28,670211,39,False,True,False
13,Malware,Web,Zero-day,Desktop,True,False,27,260710,156,True,True,True
10,Data Leak,Physical,Known,Server,False,True,21,844208,97,False,False,False
1,SQL Injection,Insider,Zero-day,Server,True,False,44,873508,124,True,False,False
8,Data Leak,Network,Zero-day,Mobile,False,False,27,531607,100,False,True,True
22,Data Leak,Web,Known,IoT,False,True,47,760390,229,True,True,True
16,Data Leak,Physical,Misconfiguration,IoT,False,False,47,92598,15,False,False,False
13,Data Leak,Network,Known,Server,True,True,42,572999,181,False,False,False
3,Malware,Insider,Known,Mobile,False,True,41,859252,44,True,True,True
3,SQL Injection,Web,Zero-day,IoT,False,True,14,562237,147,True,True,True
5,Data Leak,Physical,Known,IoT,True,True,21,168399,236,False,False,True
11,SQL Injection,Network,Zero-day,IoT,True,True,14,243298,213,False,True,True
7,Malware,Web,Known,Mobile,False,True,43,921970,204,True,False,True
21,Malware,Insider,Misconfiguration,Mobile,False,True,6,193864,219,True,True,False
10,Phishing,Physical,Zero-day,Desktop,False,True,12,750271,173,False,True,False
10,Phishing,Web,Known,IoT,True,False,28,149903,149,False,True,True
20,SQL Injection,Insider,Zero-day,Mobile,True,True,29,73811,141,True,True,False
2,Phishing,Insider,Known,Desktop,True,False,37,210074,43,True,True,False
3,Data Leak,Network,Known,Server,False,True,38,517677,65,False,False,False
8,SQL Injection,Insider,Known,Desktop,True,False,3,982967,231,False,True,True
11,Malware,Insider,Zero-day,IoT,True,True,33,560005,219,False,False,True
13,Malware,Email,Zero-day,Mobile,True,False,46,179814,131,False,False,False
7,Data Leak,Insider,Misconfiguration,IoT,False,False,12,923013,93,True,True,False
13,Phishing,Physical,Misconfiguration,IoT,True,False,12,492725,193,False,True,False
2,SQL Injection,Web,Misconfiguration,Server,False,False,11,747421,108,True,False,False
6,SQL Injection,Physical,Misconfiguration,Mobile,False,True,28,313070,213,False,True,True
9,Data Leak,Physical,Known,Mobile,True,False,35,944170,83,True,True,False
20,Phishing,Network,Zero-day,Server,True,False,34,50630,28,False,True,False
2,SQL Injection,Email,Known,Mobile,True,True,22,321649,108,True,False,True
18,Data Leak,Email,Zero-day,Desktop,False,False,39,779464,37,False,True,False
16,SQL Injection,Physical,Zero-day,IoT,False,True,23,92196,94,False,True,True
12,Malware,Web,Known,Server,False,True,12,70496,102,True,True,True
7,SQL Injection,Email,Known,Server,False,False,19,819789,57,True,True,False
7,SQL Injection,Email,Zero-day,IoT,True,True,31,149772,70,True,True,True
17,SQL Injection,Physical,Misconfiguration,Server,True,True,13,525302,163,False,True,True
13,Phishing,Email,Misconfiguration,Mobile,False,True,19,484377,121,True,True,True
11,Phishing,Network,Zero-day,Mobile,False,False,36,778987,172,False,True,True
6,Data Leak,Physical,Known,IoT,False,False,22,366668,218,True,True,True
23,Phishing,Email,Known,Server,False,False,44,741777,123,False,True,False
14,SQL Injection,Email,Zero-day,Desktop,True,False,30,116651,182,True,False,False
6,SQL Injection,Email,Known,IoT,True,False,4,120817,108,True,True,False
6,Phishing,Physical,Zero-day,Mobile,True,True,13,573147,116,True,True,False
2,Phishing,Web,Zero-day,Mobile,True,True,20,574562,36,True,False,False
22,SQL Injection,Insider,Zero-day,Mobile,False,False,39,87677,144,False,True,False
20,SQL Injection,Email,Known,Desktop,False,False,6,854886,165,False,False,False
15,Malware,Insider,Misconfiguration,Mobile,True,True,44,747142,120,False,True,False
17,Data Leak,Insider,Zero-day,IoT,True,True,12,184267,229,False,False,False
8,Phishing,Email,Known,IoT,True,True,16,535780,228,True,True,True
5,Data Leak,Email,Misconfiguration,IoT,True,False,45,670003,204,False,True,True
17,SQL Injection,Insider,Zero-day,Mobile,True,True,17,118960,44,False,True,True
20,Data Leak,Web,Misconfiguration,Desktop,True,False,8,453379,169,False,False,False
1,Phishing,Insider,Known,Desktop,False,False,33,122953,217,True,True,False
22,Phishing,Web,Misconfiguration,Mobile,False,True,44,279468,235,False,False,False
18,Data Leak,Network,Misconfiguration,Server,True,True,39,686277,51,False,True,False
15,Phishing,Web,Known,Server,True,False,12,200375,84,False,True,True
5,Malware,Physical,Zero-day,IoT,False,False,26,736506,30,False,True,True
7,SQL Injection,Email,Known,Desktop,False,True,19,683487,138,True,True,True
18,SQL Injection,Network,Known,Mobile,True,True,13,231221,34,True,False,False
6,Phishing,Insider,Zero-day,Desktop,False,False,10,308199,88,True,True,False
22,SQL Injection,Web,Zero-day,Desktop,False,True,34,17942,188,True,True,False
21,Malware,Network,Known,Server,False,False,31,405082,116,False,False,False
5,Phishing,Physical,Zero-day,Desktop,False,True,27,11135,137,False,True,True
19,Malware,Web,Zero-day,Desktop,False,True,3,769695,88,False,False,False
10,Malware,Insider,Known,Mobile,False,False,44,253273,167,True,True,False
15,SQL Injection,Insider,Known,Mobile,False,True,5,933362,73,False,True,True
10,SQL Injection,Web,Known,Desktop,False,True,5,853556,228,True,True,False
16,Data Leak,Physical,Known,Desktop,False,False,37,559409,174,False,True,True
12,Malware,Email,Misconfiguration,Mobile,False,False,7,350404,159,False,True,False
18,SQL Injection,Email,Misconfiguration,Server,True,True,40,230350,232,True,False,True
23,Malware,Insider,Zero-day,Mobile,True,False,42,234818,222,False,True,False
1,Data Leak,Physical,Misconfiguration,Mobile,False,True,13,18973,152,False,False,False
16,Malware,Insider,Misconfiguration,Mobile,True,False,34,58402,159,False,True,False
22,Phishing,Email,Misconfiguration,Mobile,True,False,36,622248,144,False,False,True
6,Data Leak,Insider,Zero-day,Mobile,False,False,34,773127,80,True,False,False
3,Data Leak,Web,Misconfiguration,Server,True,True,3,598649,43,False,False,False
2,Malware,Web,Known,IoT,False,True,10,168555,137,True,False,True
2,Malware,Physical,Known,Mobile,True,True,43,943287,146,False,False,True
13,SQL Injection,Email,Zero-day,Mobile,True,False,35,281913,44,True,False,False
9,Phishing,Physical,Zero-day,Server,True,False,37,848060,203,False,True,False
16,Data Leak,Physical,Zero-day,IoT,False,True,6,113818,200,False,True,False
5,Data Leak,Email,Misconfiguration,Desktop,True,True,21,918422,218,True,True,True
23,Data Leak,Network,Zero-day,Server,False,False,45,820509,176,True,False,True
21,SQL Injection,Network,Zero-day,Mobile,True,True,5,679296,92,False,False,True
7,Phishing,Insider,Zero-day,Desktop,True,True,3,461413,166,True,False,False
13,Data Leak,Network,Known,Server,False,True,20,920689,102,False,False,False
20,Data Leak,Web,Zero-day,Desktop,True,False,30,691566,96,False,True,True
13,SQL Injection,Physical,Known,Server,False,True,12,597349,39,False,True,False
7,Malware,Insider,Known,Server,False,False,35,535260,103,True,True,False
10,Data Leak,Physical,Zero-day,Desktop,False,True,32,677544,119,True,True,True
15,Phishing,Email,Zero-day,IoT,False,True,19,35656,39,False,False,True
21,Phishing,Network,Misconfiguration,Desktop,True,False,15,628680,234,False,True,True
6,Phishing,Email,Zero-day,Desktop,False,False,10,571878,172,False,False,False
5,Phishing,Insider,Zero-day,IoT,False,False,26,999674,197,False,False,True
23,SQL Injection,Web,Zero-day,Desktop,False,True,6,327278,103,True,True,False
2,Data Leak,Network,Zero-day,IoT,True,True,47,278998,166,True,False,False
21,SQL Injection,Email,Zero-day,IoT,True,True,26,367440,141,False,True,False
15,Phishing,Network,Zero-day,IoT,False,True,2,284085,181,True,True,False
16,Phishing,Physical,Misconfiguration,Mobile,True,True,32,802829,219,True,False,True
19,Phishing,Web,Misconfiguration,Server,True,True,3,535150,16,False,True,True
9,SQL Injection,Network,Zero-day,Mobile,False,False,19,234389,176,False,False,False
22,Phishing,Web,Misconfiguration,Server,False,False,36,368338,30,False,True,False
19,Data Leak,Physical,Known,Mobile,True,True,20,86058,190,True,False,True
7,Phishing,Physical,Misconfiguration,IoT,True,False,30,749106,166,False,False,True
4,Data Leak,Email,Known,Mobile,True,False,37,371951,192,True,False,True
3,Data Leak,Insider,Zero-day,Server,True,True,45,338497,144,False,False,False
20,Phishing,Email,Known,Mobile,False,False,20,676429,235,False,False,False
